opec,descripcion,nivel_requerido,titulos_requeridos,experiencia_minima_meses
41850,"Realizar actividades de apoyo técnico, aplicando los conocimientos que permitan el mejoramiento continuo de los procesos administrativos y la ejecución de los procedimientos de la dependencia donde se encuentre ubicado el cargo.",PROFESIONAL,,9.0
41850,"Realizar actividades de apoyo técnico, aplicando los conocimientos que permitan el mejoramiento continuo de los procesos administrativos y la ejecución de los procedimientos de la dependencia donde se encuentre ubicado el cargo.",NO ESPECIFICADO,,9.0
41853,"Administrar y ejecutar las acciones necesarias que se desarrollarán en las diferentes etapas del proceso contractual que adelante el INVIMA, en cumplimiento de sus objetivos, metas y funciones institucionales, de acuerdo con los requerimientos de las dependencias, la normatividad vigente, los principios de la contratación y los fines del Estado.",PROFESIONAL,,19.0
41857,"Asegurar el funcionamiento de la infraestructura de telecomunicaciones, las redes estructuradas tecnológicas (voz, datos y eléctricas), y los Sistemas Ininterrumpidos de Potencia (UPS), que soportan los equipos de tecnología informática de comunicaciones del Instituto, así como la gestión de proyectos relacionados con el área y  el seguimiento a los acuerdos de servicio.",PROFESIONAL,,19.0
41855,"Desarrollar actividades del Grupo Laboratorio Productos Farmacéuticos y Otras Tecnologías – Área Fisicoquímica, con el fin de verificar el cumplimiento de especificaciones y requerimientos de calidad fisicoquímicos, de productos farmacéuticos, biológicos de uso humano, cosméticos y dispositivos médicos, según las normas, estándares y procedimientos vigentes.",PROFESIONAL,,30.0
41856,"Realizar actividades de apoyo técnico, aplicando los conocimientos que permitan el mejoramiento continuo de los procesos administrativos y la ejecución de los procedimientos de la dependencia donde se encuentre ubicado el cargo.",PROFESIONAL,,9.0
41856,"Realizar actividades de apoyo técnico, aplicando los conocimientos que permitan el mejoramiento continuo de los procesos administrativos y la ejecución de los procedimientos de la dependencia donde se encuentre ubicado el cargo.",NO ESPECIFICADO,,9.0
41859,"Verificar el cumplimiento de los requisitos de calidad de los dispositivos médicos y Otras Tecnologías como apoyo a los programas de Vigilancia y Control  competencia de la Dirección de Dispositivos Médicos y Otras Tecnologías, de acuerdo con las normas y procedimientos vigentes.",PROFESIONAL,,30.0
41860,Ejecutar los programas de control de calidad de alimentos y bebidas como apoyo a las labores de vigilancia y control competencia de la Dirección de Alimentos y Bebidas de acuerdo con las normas y procedimientos vigentes.,PROFESIONAL,,30.0
41861,"Participar en la ejecución de planes, proyectos y programas que faciliten el desarrollo integral del recurso humano que se encuentre al servicio de la Entidad, de acuerdo con las normas y procedimientos legales vigentes.",PROFESIONAL,,19.0
41862,"Verificar el cumplimiento de los requisitos de calidad e inocuidad de los productos competencia de la Dirección como apoyo a los programas de vigilancia y control competencia de la Dirección de Alimentos y Bebidas, de acuerdo con las normas y procedimientos vigentes.",PROFESIONAL,,30.0
41865,"Ejecutar, evaluar y controlar el proceso de ciclo laboral garantizando la cobertura del 100% de la planta de personal aprobada, con personal competente en cada uno de los cargos así como participar en el proceso de evaluación de desempeño laboral de acuerdo a la normatividad legal vigente.",PROFESIONAL,,19.0
41868,"Asistir en la prestación de los servicios de atención al ciudadano suministrando información sobre trámites y servicios, normas, requisitos, formatos, estado de los asuntos en curso, derechos y deberes, de acuerdo con la normatividad, reglamentaciones y procedimientos vigentes, según los canales de comunicación establecidos. Gestionar PQRS y Recursos de Ley de acuerdo con las atribuciones de la entidad y los términos establecidos.",PROFESIONAL,,19.0
41870,"Ejecutar actividades para promover el acceso a mercados, y la implementación de acuerdos y negociaciones internacionales en relación con los productos y actividades de competencia del INVIMA.",PROFESIONAL,,19.0
41871,Realizar actividades de apoyo técnico en los procesos administrativos y en la ejecución de los procedimientos de la dependencia.,PROFESIONAL,,9.0
41871,Realizar actividades de apoyo técnico en los procesos administrativos y en la ejecución de los procedimientos de la dependencia.,NO ESPECIFICADO,,9.0
41872,"Apoyar a la Oficina de Laboratorio y Control de Calidad en los procesos administrativos, de adquisición de insumos, equipos y servicios de re-potenciamiento para los laboratorios y en el seguimiento al plan de compras, de conformidad con el procedimiento establecido.",PROFESIONAL,,9.0
41872,"Apoyar a la Oficina de Laboratorio y Control de Calidad en los procesos administrativos, de adquisición de insumos, equipos y servicios de re-potenciamiento para los laboratorios y en el seguimiento al plan de compras, de conformidad con el procedimiento establecido.",NO ESPECIFICADO,,9.0
41885,"Realizar actividades de apoyo técnico, aplicando los conocimientos que permitan el mejoramiento continuo de los procesos administrativos y la ejecución de los procedimientos de la dependencia donde se encuentre ubicado el cargo.",PROFESIONAL,,9.0
41885,"Realizar actividades de apoyo técnico, aplicando los conocimientos que permitan el mejoramiento continuo de los procesos administrativos y la ejecución de los procedimientos de la dependencia donde se encuentre ubicado el cargo.",NO ESPECIFICADO,,9.0
41887,"Ejecutar actividades institucionales para promover espacios de posicionamiento institucional a nivel internacional, así como la formulación, implementación, evaluación y aprovechamiento de planes, programas, proyectos y acciones de cooperación técnica científica internacional en relación con los productos y actividades de competencia del INVIMA.",PROFESIONAL,,19.0
41888,"Brindar el soporte jurídico en aras del cumplimiento cabal de los objetivos Institucionales relacionados con la unidad de criterios jurídicos, evaluación de la normatividad sanitaria, defensa de los intereses del instituto y el cobro de las acreencias en favor de la entidad.",PROFESIONAL,,19.0
41889,"Proponer, desarrollar y realizar seguimiento de los planes, programas y proyectos de la entidad  de conformidad con la normatividad, políticas y lineamientos de caracter nacional y sectorial.",PROFESIONAL,,19.0
41890,"Proponer, gestionar y ejecutar las actividades que permitan  la implementación, mantenimiento y mejora continua del Sistema de Gestión Integrado del Invima, de acuerdo con los requisitos legales y normativos, políticas institucionales y necesidades de las partes interesadas.",PROFESIONAL,,19.0
41900,"Realizar actividades de apoyo técnico, aplicando los conocimientos que permitan el mejoramiento continuo de los procesos administrativos y la ejecución de los procedimientos de la dependencia donde se encuentre ubicado el cargo.",PROFESIONAL,,9.0
41900,"Realizar actividades de apoyo técnico, aplicando los conocimientos que permitan el mejoramiento continuo de los procesos administrativos y la ejecución de los procedimientos de la dependencia donde se encuentre ubicado el cargo.",NO ESPECIFICADO,,9.0
41892,Evaluar la implementación y mantenimiento del Sistema de Control Interno del Instituto en concordancia con la normatividad vigente y los procedimientos internos.,PROFESIONAL,,19.0
41895,"Desarrollar actividades del Grupo Laboratorio Productos Farmacéuticos y Otras Tecnologías – Área Fisicoquímica, con el fin de verificar el cumplimiento de especificaciones y requerimientos de la calidad de los productos farmacéuticos, biológicos de uso humano, cosméticos, dispositivos médicos y Otras tecnologías, según las normas, estándares y procedimientos vigentes.",PROFESIONAL,,19.0
41894,"Realizar actividades de apoyo técnico, aplicando los conocimientos que permitan el mejoramiento continuo de los procesos administrativos y la ejecución de los procedimientos de la dependencia donde se encuentre ubicado el cargo.",PROFESIONAL,,9.0
41894,"Realizar actividades de apoyo técnico, aplicando los conocimientos que permitan el mejoramiento continuo de los procesos administrativos y la ejecución de los procedimientos de la dependencia donde se encuentre ubicado el cargo.",NO ESPECIFICADO,,9.0
41896,"Realizar actividades de apoyo técnico, aplicando los conocimientos que permitan el mejoramiento continuo de los procesos administrativos y la ejecución de los procedimientos de la dependencia donde se encuentre ubicado el cargo.",PROFESIONAL,,9.0
41896,"Realizar actividades de apoyo técnico, aplicando los conocimientos que permitan el mejoramiento continuo de los procesos administrativos y la ejecución de los procedimientos de la dependencia donde se encuentre ubicado el cargo.",NO ESPECIFICADO,,9.0
41897,"Desarrollar actividades del Grupo Laboratorio Productos Farmacéuticos y Otras Tecnologías – Área Microbiología, con el fin de verificar el cumplimiento de especificaciones y requerimientos de la calidad de los productos farmacéuticos, biológicos de uso humano, cosméticos, dispositivos médicos y Otras tecnologías, según las normas, estándares y procedimientos vigentes.",PROFESIONAL,,19.0
41898,"Realizar actividades de apoyo técnico, aplicando los conocimientos que permitan el mejoramiento continuo de los procesos administrativos y la ejecución de los procedimientos de la dependencia donde se encuentre ubicado el cargo.",PROFESIONAL,,9.0
41898,"Realizar actividades de apoyo técnico, aplicando los conocimientos que permitan el mejoramiento continuo de los procesos administrativos y la ejecución de los procedimientos de la dependencia donde se encuentre ubicado el cargo.",NO ESPECIFICADO,,9.0
41901,"Realizar actividades de apoyo técnico, aplicando los conocimientos que permitan el mejoramiento continuo de los procesos administrativos y la ejecución de los procedimientos de la dependencia donde se encuentre ubicado el cargo.",PROFESIONAL,,9.0
41901,"Realizar actividades de apoyo técnico, aplicando los conocimientos que permitan el mejoramiento continuo de los procesos administrativos y la ejecución de los procedimientos de la dependencia donde se encuentre ubicado el cargo.",NO ESPECIFICADO,,9.0
41916,"Brindar apoyo en la ejecución y seguimiento de procesos administrativos, operativos, financieros o presupuestales para el buen funcionamiento de las operaciones de la dependencia.",PROFESIONAL,,19.0
41903,"Realizar actividades de apoyo técnico que permitan la Inspección, Vigilancia y Control de los productos competencia del INVIMA, así como resolver y remitir los informes relacionados con la expedición de los registros sanitarios.",PROFESIONAL,,6.0
41903,"Realizar actividades de apoyo técnico que permitan la Inspección, Vigilancia y Control de los productos competencia del INVIMA, así como resolver y remitir los informes relacionados con la expedición de los registros sanitarios.",NO ESPECIFICADO,,3.0
41904,"Realizar el análisis microbiológico en alimentos basado en tecnologías y estándares internacionales, para determinar la inocuidad de los productos competencia del INVIMA como apoyo a las labores de vigilancia y control competencia de la Dirección de Alimentos y Bebidas de acuerdo con las normas y procedimientos vigentes.",PROFESIONAL,,19.0
41905,Realizar labores de oficina y asistencia técnica que faciliten el desarrollo de las funciones y responsabilidades de la dependencia.,PROFESIONAL,,9.0
41905,Realizar labores de oficina y asistencia técnica que faciliten el desarrollo de las funciones y responsabilidades de la dependencia.,NO ESPECIFICADO,,9.0
41906,"Realizar actividades de apoyo técnico que permitan la Inspección, Vigilancia y Control y las actividades relacionadas con la expedición de los registros sanitarios y notificaciones sanitarias obligatorias de los productos cosméticos, productos de higiene personal, productos absorbentes de higiene personal y plaguicidas de uso doméstico.",PROFESIONAL,,9.0
41906,"Realizar actividades de apoyo técnico que permitan la Inspección, Vigilancia y Control y las actividades relacionadas con la expedición de los registros sanitarios y notificaciones sanitarias obligatorias de los productos cosméticos, productos de higiene personal, productos absorbentes de higiene personal y plaguicidas de uso doméstico.",NO ESPECIFICADO,,9.0
41907,"Realizar el análisis fisicoquímico de alta complejidad para determinar la inocuidad y calidad de los alimentos y bebidas, como apoyo a las labores de vigilancia y control competencia de la Dirección de Alimentos y Bebidas de acuerdo con las normas y procedimientos vigentes.",PROFESIONAL,,19.0
41908,Realizar labores de oficina y asistencia técnica que faciliten el desarrollo de las funciones y responsabilidades de la dependencia.,PROFESIONAL,,9.0
41908,Realizar labores de oficina y asistencia técnica que faciliten el desarrollo de las funciones y responsabilidades de la dependencia.,NO ESPECIFICADO,,9.0
41910,"Apoyar y brindar apoyo técnico en las actividades de formulación y ejecución de políticas referidas a los procesos sancionatorios derivados de las actividades de inspección, vigilancia y control efectuados por el instituto dentro de las competencias misionales establecidas para tal fin, conforme a las normas vigentes.",PROFESIONAL,,6.0
41910,"Apoyar y brindar apoyo técnico en las actividades de formulación y ejecución de políticas referidas a los procesos sancionatorios derivados de las actividades de inspección, vigilancia y control efectuados por el instituto dentro de las competencias misionales establecidas para tal fin, conforme a las normas vigentes.",NO ESPECIFICADO,,15.0
41912,Participar en la elaboración de planes y recomendar las acciones que deban adoptarse para el logro de los objetivos y las metas propuestas.,PROFESIONAL,,19.0
41913,"Efectuar actividades de identificación, extracción, verificación y carga de la información requerida para la generación de indicadores, reportes y bodegas de datos del Instituto.",PROFESIONAL,,30.0
41914,Supervisar la elaboración oportuna de estudios previos que se requieran para el adecuado funcionamiento de cada una de las dependencias de la Entidad así como el análisis del sector económico del objeto a contratar con el fin de garantizar la selección objetiva de los oferentes.,PROFESIONAL,,30.0
41915,"Brindar apoyo en la ejecución y seguimiento de procesos administrativos, operativos, financieros o presupuestales para el buen funcionamiento de las operaciones de la dependencia.",PROFESIONAL,,19.0
41917,"Apoyar y brindar asistencia técnica en las actividades de trámite de los procesos sancionatorios derivados de las actividades de inspección, vigilancia y control efectuados por el instituto dentro de las competencias misionales establecidas para tal fin, conforme a las normas vigentes.",PROFESIONAL,,9.0
41917,"Apoyar y brindar asistencia técnica en las actividades de trámite de los procesos sancionatorios derivados de las actividades de inspección, vigilancia y control efectuados por el instituto dentro de las competencias misionales establecidas para tal fin, conforme a las normas vigentes.",NO ESPECIFICADO,,9.0
41919,"Consolidación, elaboración y seguimiento al Plan Anual de Adquisiciones del Instituto y su publicación en la página de www.colombiacompra.gov.co.",PROFESIONAL,,30.0
41920,"Adelantar los procesos disciplinarios asignados, de acuerdo con las políticas fijadas por la coordinación y según las disposiciones y términos legales vigentes.",PROFESIONAL,,30.0
41921,"Ayudar con las actividades inherentes a la administración de los recursos físicos y prestación de servicios administrativos: mantenimiento y conservación de las instalaciones, equipos y elementos de oficina, así como la custodia de los mismos.",PROFESIONAL,,9.0
41921,"Ayudar con las actividades inherentes a la administración de los recursos físicos y prestación de servicios administrativos: mantenimiento y conservación de las instalaciones, equipos y elementos de oficina, así como la custodia de los mismos.",NO ESPECIFICADO,,9.0
41922,"Ejecutar todas las acciones necesarias que se desarrollen en las diferentes etapas del proceso contractual que adelante el INVIMA, en cumplimiento de sus objetivos, metas y funciones institucionales, de acuerdo con los requerimientos de las dependencias, la normatividad vigente, los principios de la contratación y los fines del Estado. Así como  colaborar en las diferentes actividades propias de la dependencia.",PROFESIONAL,,30.0
41923,"Atender los requerimientos y/o solicitudes de apoyo tecnológico los usuarios del Instituto, asegurando la solución y operación del hardware y software de los equipos de cómputo a través de los acuerdos de servicios establecidos para el Instituto.",PROFESIONAL,,9.0
41923,"Atender los requerimientos y/o solicitudes de apoyo tecnológico los usuarios del Instituto, asegurando la solución y operación del hardware y software de los equipos de cómputo a través de los acuerdos de servicios establecidos para el Instituto.",NO ESPECIFICADO,,9.0
41924,Apoyar en la ejecución de planes y proyectos que contribuyan al mejoramiento de los procesos de la dependencia.,PROFESIONAL,,9.0
41924,Apoyar en la ejecución de planes y proyectos que contribuyan al mejoramiento de los procesos de la dependencia.,NO ESPECIFICADO,,9.0
41925,Apoyar y recomendar legalmente en todos los asuntos de competencia de la dependencia y de los programas del Instituto.,PROFESIONAL,,19.0
41926,Desarrollar actividades de apoyo técnico y administrativo en la ejecución de procesos administrativos y en la ejecución de los procedimientos de la dependencia.,PROFESIONAL,,9.0
41926,Desarrollar actividades de apoyo técnico y administrativo en la ejecución de procesos administrativos y en la ejecución de los procedimientos de la dependencia.,NO ESPECIFICADO,,9.0
41927,Apoyar y recomendar legalmente en todos los asuntos de competencia de la dependencia y de los programas del Instituto.,PROFESIONAL,,19.0
41928,"Apoyar la Oficina de Laboratorio y Control de Calidad en el proceso de adquisición, almacenamiento y suministro de insumos para los laboratorios de conformidad con el procedimiento establecido.",PROFESIONAL,,9.0
41928,"Apoyar la Oficina de Laboratorio y Control de Calidad en el proceso de adquisición, almacenamiento y suministro de insumos para los laboratorios de conformidad con el procedimiento establecido.",NO ESPECIFICADO,,9.0
41929,"Realizar las actividades que se generen del manejo del sistema de información en la inspección vigilancia y control de los productos competencia del INVIMA, para la protección de la salud de la población, de acuerdo con las normas y procedimientos vigentes.",PROFESIONAL,,19.0
41931,"Desarrollar los planes, programas,  proyectos y actividades relacionados con la administración y control de los bienes del instituto, en lo referente a su almacenamiento, distribución, conservación y aseguramiento.",PROFESIONAL,,30.0
41930,"Realizar actividades de apoyo, relacionadas con la preparación de los materiales requeridos en las pruebas de control de calidad desarrolladas en el laboratorio de Productos Biológicos teniendo en cuanta las especificaciones, procedimientos y medidas de bioseguridad establecidas y actividades de asistencia administrativa, que faciliten el desarrollo y ejecución do las funciones y responsabilidades de los niveles superiores en la gestión del laboratorio.",PROFESIONAL,,9.0
41930,"Realizar actividades de apoyo, relacionadas con la preparación de los materiales requeridos en las pruebas de control de calidad desarrolladas en el laboratorio de Productos Biológicos teniendo en cuanta las especificaciones, procedimientos y medidas de bioseguridad establecidas y actividades de asistencia administrativa, que faciliten el desarrollo y ejecución do las funciones y responsabilidades de los niveles superiores en la gestión del laboratorio.",NO ESPECIFICADO,,9.0
41932,"Realizar las actividades que se generen del manejo del sistema de información en la inspección vigilancia y control de los productos competencia del INVIMA, para la protección de la salud de la población, de acuerdo con las normas y procedimientos vigentes.",PROFESIONAL,,19.0
41936,"Responder por que los equipos, reactivos e insumos del laboratorio de microbiología de alimentos estén disponibles en calidad y cantidad suficiente para la realización de los análisis, así como la realización de actividades de apoyo, cumpliendo con los requerimientos establecidos en las normas y procedimientos vigentes.",PROFESIONAL,,9.0
41936,"Responder por que los equipos, reactivos e insumos del laboratorio de microbiología de alimentos estén disponibles en calidad y cantidad suficiente para la realización de los análisis, así como la realización de actividades de apoyo, cumpliendo con los requerimientos establecidos en las normas y procedimientos vigentes.",NO ESPECIFICADO,,9.0
41933,"Responder por que los equipos, reactivos e insumos del laboratorio de productos farmacéuticos y otras tecnologías,  estén disponibles en calidad y cantidad suficiente para la realización de los análisis, así como la realización de actividades de apoyo, cumpliendo con los requerimientos establecidos en las normas y procedimientos vigentes.",PROFESIONAL,,9.0
41933,"Responder por que los equipos, reactivos e insumos del laboratorio de productos farmacéuticos y otras tecnologías,  estén disponibles en calidad y cantidad suficiente para la realización de los análisis, así como la realización de actividades de apoyo, cumpliendo con los requerimientos establecidos en las normas y procedimientos vigentes.",NO ESPECIFICADO,,9.0
41934,"Realizar las actividades necesarias en  operación, monitoreo,  administración de los recursos del centro de datos, promoviendo la disponibilidad sobre los servicios tecnológicos, respaldados en los Sistemas Operativos de los servidores, equipos de comunicaciones y seguridad, Directorio Activo, correo electrónico, herramientas de colaboración, consola de antivirus, y ejecución de copias de seguridad.",PROFESIONAL,,30.0
41938,"Realizar actividades del Grupo Laboratorio Fisicoquímico de Alimentos y Bebidas, en el desarrollo de las actividades de técnicas y administrativas según las normas, estándares y procedimientos vigentes., así como la realización de actividades de apoyo, cumpliendo con los requerimientos establecidos en las normas y procedimientos vigentes.",PROFESIONAL,,9.0
41938,"Realizar actividades del Grupo Laboratorio Fisicoquímico de Alimentos y Bebidas, en el desarrollo de las actividades de técnicas y administrativas según las normas, estándares y procedimientos vigentes., así como la realización de actividades de apoyo, cumpliendo con los requerimientos establecidos en las normas y procedimientos vigentes.",NO ESPECIFICADO,,9.0
41940,Realizar labores de oficina y asistencia técnica que faciliten el desarrollo de las funciones y responsabilidades de la dependencia.,PROFESIONAL,,9.0
41940,Realizar labores de oficina y asistencia técnica que faciliten el desarrollo de las funciones y responsabilidades de la dependencia.,NO ESPECIFICADO,,9.0
41941,"Proponer el desarrollo de políticas, planes, programas, proyectos y procedimientos relacionados con la gestión e implementación de los procesos de inspección, vigilancia y control de riesgos que afectan la inocuidad de los alimentos, especialmente de las cadenas de frutas y de otros vegetales competencia de la Dirección de Alimentos y Bebidas, de acuerdo con las normas y procedimientos vigentes.",PROFESIONAL,,16.0
41942,"Administrar el Centro de Datos del Instituto y su infraestructura tecnológica, gestionando, implementando y controlando los recursos físicos y lógicos del mismo, garantizando la operación de las plataformas tecnológicas, acorde a los controles establecidos, planes de contingencia y seguridad en la plataforma.",PROFESIONAL,,30.0
41944,"Participar en forma activa, en el desarrollo, mantenimiento y mejora del Sistema de Gestión de Calidad, en el modelo estándar de control interno y en los demás sistemas de gestión, aplicando principios de autocontrol necesarios para el cumplimiento de la misión institucional.",PROFESIONAL,,30.0
41945,"Tramitar las solicitudes de Registro Sanitario de los productos competencia de la dirección y demás novedades relacionadas con el mismo, de acuerdo a las normas y procedimientos vigentes.",PROFESIONAL,,16.0
41946,Realizar labores de oficina y asistencia técnica que faciliten el desarrollo de las funciones y responsabilidades de la dependencia.,PROFESIONAL,,9.0
41946,Realizar labores de oficina y asistencia técnica que faciliten el desarrollo de las funciones y responsabilidades de la dependencia.,NO ESPECIFICADO,,9.0
41948,Realizar labores de oficina y asistencia técnica que faciliten el desarrollo de las funciones y responsabilidades de la dependencia.,PROFESIONAL,,9.0
41948,Realizar labores de oficina y asistencia técnica que faciliten el desarrollo de las funciones y responsabilidades de la dependencia.,NO ESPECIFICADO,,9.0
41947,"Efectuar los pagos y transacciones financieras, manejar el Terminal Empresarial Bancario, en desarrollo del objetivo Institucional de acuerdo con las normas vigentes, normas de seguridad y Manual de Procesos y Procedimientos adoptados por la Entidad.",PROFESIONAL,,30.0
41949,Apoyar y gestionar la ejecución de actividades técnicas relacionadas con productos competencia de la Dirección de Medicamentos y Productos Biológicos de acuerdo a la normatividad sanitaria vigente.,PROFESIONAL,,16.0
41951,"Preparar la ejecución presupuestal de ingresos y gastos y efectuar registros presupuestales, de acuerdo con las normas vigentes y el Manual de Procesos y Procedimientos adoptado por la Entidad.",PROFESIONAL,,30.0
41950,"Apoyar la gestión contable de acuerdo con las normas, técnicas contables vigentes y Manual de Procesos y Procedimientos adoptado por la Entidad.",PROFESIONAL,,30.0
41952,"Definir estrategias e instrumentos para la ejecución adecuada de las políticas, planes, programas y proyectos de la Dirección de Medicamentos y Productos Biológicos y estudio de Registros Sanitarios de conformidad con la legislación sanitaria y los procedimientos vigentes.",PROFESIONAL,,16.0
41953,Realizar labores de oficina y asistencia técnica que faciliten el desarrollo de las funciones y responsabilidades de la dependencia.,PROFESIONAL,,9.0
41953,Realizar labores de oficina y asistencia técnica que faciliten el desarrollo de las funciones y responsabilidades de la dependencia.,NO ESPECIFICADO,,9.0
41955,"Preparar la ejecución presupuestal de ingresos y gastos y efectuar registros presupuestales, de acuerdo con las normas vigentes y el Manual de Procesos y Procedimientos adoptado por la Entidad.",PROFESIONAL,,30.0
41956,Realizar labores de oficina y asistencia técnica que faciliten el desarrollo de las funciones y responsabilidades de la dependencia.,PROFESIONAL,,9.0
41956,Realizar labores de oficina y asistencia técnica que faciliten el desarrollo de las funciones y responsabilidades de la dependencia.,NO ESPECIFICADO,,9.0
41957,"Realizar Inspección, Vigilancia y Control de Productos Competencia del INVIMA según sea el caso, en concordancia con la legislación sanitaria, los procedimientos, las políticas y directrices del Instituto.",PROFESIONAL,,16.0
41958,"Participar en la ejecución, evaluación y control del programa de salud ocupacional de conformidad con las políticas, procedimientos y normatividad legal vigente.",PROFESIONAL,,30.0
41959,"Participar en la ejecución, evaluación y control del programa de salud ocupacional de conformidad con las políticas, procedimientos y normatividad legal vigente.",PROFESIONAL,,30.0
41960,"Realizar Inspección, Vigilancia y Control de Productos Competencia del INVIMA según sea el caso, en concordancia con la legislación sanitaria, los procedimientos, las políticas y directrices del Instituto.",PROFESIONAL,,16.0
41962,Realizar labores de oficina y asistencia técnica que faciliten el desarrollo de las funciones y responsabilidades de la dependencia.,PROFESIONAL,,9.0
41962,Realizar labores de oficina y asistencia técnica que faciliten el desarrollo de las funciones y responsabilidades de la dependencia.,NO ESPECIFICADO,,9.0
41963,"Asesorar, organizar y formular políticas, planes, programas y proyectos de la entidad, en cumplimiento de la misión y objetivos institucionales, establecidos por la Constitución Política, la Ley y el Gobierno Nacional.",PROFESIONAL,,31.0
41965,Realizar labores de oficina y asistencia técnica que faciliten el desarrollo de las funciones y responsabilidades de la dependencia.,PROFESIONAL,,9.0
41965,Realizar labores de oficina y asistencia técnica que faciliten el desarrollo de las funciones y responsabilidades de la dependencia.,NO ESPECIFICADO,,9.0
41968,"Brindar apoyo en la ejecución y seguimiento de los procesos administrativos y operativos, implementar y mantener el sistema de información de los procesos sancionatorios de la Dirección de acuerdo con las normas y procedimientos vigentes.",PROFESIONAL,,16.0
41969,Realizar labores de oficina y asistencia técnica que faciliten el desarrollo de las funciones y responsabilidades de la dependencia.,PROFESIONAL,,9.0
41969,Realizar labores de oficina y asistencia técnica que faciliten el desarrollo de las funciones y responsabilidades de la dependencia.,NO ESPECIFICADO,,9.0
41975,"Realizar actividades de apoyo técnico que permitan la Inspección, Vigilancia y Control de los productos competencia del INVIMA, para la fabricación de los mismos, así como resolver y remitir los informes relacionados con la expedición de los registros sanitarios.",PROFESIONAL,,9.0
41975,"Realizar actividades de apoyo técnico que permitan la Inspección, Vigilancia y Control de los productos competencia del INVIMA, para la fabricación de los mismos, así como resolver y remitir los informes relacionados con la expedición de los registros sanitarios.",NO ESPECIFICADO,,9.0
41977,"Realizar actividades de apoyo técnico que permitan la Inspección, Vigilancia y Control de los productos competencia del INVIMA, para la fabricación de los mismos, así como resolver y remitir los informes relacionados con la expedición de los registros sanitarios.",PROFESIONAL,,9.0
41977,"Realizar actividades de apoyo técnico que permitan la Inspección, Vigilancia y Control de los productos competencia del INVIMA, para la fabricación de los mismos, así como resolver y remitir los informes relacionados con la expedición de los registros sanitarios.",NO ESPECIFICADO,,9.0
41976,"Realizar actividades de apoyo técnico que permitan la Inspección, Vigilancia y Control de los productos competencia del INVIMA, para la fabricación de los mismos, así como resolver y remitir los informes relacionados con la expedición de los registros sanitarios.",PROFESIONAL,,9.0
41976,"Realizar actividades de apoyo técnico que permitan la Inspección, Vigilancia y Control de los productos competencia del INVIMA, para la fabricación de los mismos, así como resolver y remitir los informes relacionados con la expedición de los registros sanitarios.",NO ESPECIFICADO,,9.0
41978,"Realizar actividades de apoyo técnico que permitan la Inspección, Vigilancia y Control de los productos competencia del INVIMA, para la fabricación de los mismos, así como resolver y remitir los informes relacionados con la expedición de los registros sanitarios.",PROFESIONAL,,9.0
41978,"Realizar actividades de apoyo técnico que permitan la Inspección, Vigilancia y Control de los productos competencia del INVIMA, para la fabricación de los mismos, así como resolver y remitir los informes relacionados con la expedición de los registros sanitarios.",NO ESPECIFICADO,,9.0
41979,"Realizar actividades de apoyo técnico que permitan la Inspección, Vigilancia y Control de los productos competencia del INVIMA, para la fabricación de los mismos, así como resolver y remitir los informes relacionados con la expedición de los registros sanitarios.",PROFESIONAL,,9.0
41979,"Realizar actividades de apoyo técnico que permitan la Inspección, Vigilancia y Control de los productos competencia del INVIMA, para la fabricación de los mismos, así como resolver y remitir los informes relacionados con la expedición de los registros sanitarios.",NO ESPECIFICADO,,9.0
41980,"Analizar la información recibida por cada una de las dependencias y grupos del instituto, así como de los usuarios externos y ciudadanía en general, con el fin de desarrollar estrategias que permitan minimizar y combatir el riesgo de ilegalidad y corrupción frente a los temas competencia del Instituto.

Extraer y analizar la información de fuentes abiertas y demás datos obtenidos con el fin de generar apreciaciones, alertas, análisis y estudios estratégicos, para ser presentados a la Dirección General, y  dar respuesta a los diferentes requerimientos realizados por las direcciones misionales o áreas de apoyo del Instituto, en temas de vigilancia y control de calidad de los productos competencia del INVIMA, y otros que puedan tener impacto en la salud individual y colectiva que permita la toma de decisiones de conformidad con los lineamientos establecidos en la ley 100 de 1993. 

Intercambiar información con las diferentes entidades estatales y sectores comprometidos en la lucha contra la ilegalidad y la corrupción frente a los temas competencia del Instituto que contribuya a la disminución de estas conductas en el país.",PROFESIONAL,,9.0
41980,"Analizar la información recibida por cada una de las dependencias y grupos del instituto, así como de los usuarios externos y ciudadanía en general, con el fin de desarrollar estrategias que permitan minimizar y combatir el riesgo de ilegalidad y corrupción frente a los temas competencia del Instituto.

Extraer y analizar la información de fuentes abiertas y demás datos obtenidos con el fin de generar apreciaciones, alertas, análisis y estudios estratégicos, para ser presentados a la Dirección General, y  dar respuesta a los diferentes requerimientos realizados por las direcciones misionales o áreas de apoyo del Instituto, en temas de vigilancia y control de calidad de los productos competencia del INVIMA, y otros que puedan tener impacto en la salud individual y colectiva que permita la toma de decisiones de conformidad con los lineamientos establecidos en la ley 100 de 1993. 

Intercambiar información con las diferentes entidades estatales y sectores comprometidos en la lucha contra la ilegalidad y la corrupción frente a los temas competencia del Instituto que contribuya a la disminución de estas conductas en el país.",NO ESPECIFICADO,,9.0
41981,"Diseñar, ejecutar, evaluar y controlar el programa de Salud Ocupacional, con base en las necesidades detectadas, los requerimientos de la Entidad, las metodologías existentes y la normatividad legal.",PROFESIONAL,,16.0
